Ticker,Company,Country,BICS_L1,BICS_L2,BICS_L3,tags_en,tags_it
RGCO,RGC RESOURCES INC,US,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
LILA,LIBERTY LATIN AMERIC-CL A,US,Communications,Media,Cable & Satellite,other,altro
BCAX,BICARA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
STIM,NEURONETICS INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LYFT,LYFT INC-A,US,Communications,Media,Internet Media & Services,other,altro
RXT,RACKSPACE TECHNOLOGY INC,US,Technology,Software & Tech Services,Software,other,altro
SYRE,SPYRE THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HTBK,HERITAGE COMMERCE CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
ALRS,ALERUS FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
KROS,KEROS THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HROW,HARROW INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MPWR,MONOLITHIC POWER SYSTEMS INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
MRCY,MERCURY SYSTEMS INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
HON,HONEYWELL INTERNATIONAL INC,US,Industrials,Industrial Products,Diversified Industrials,industrials;manufacturing;transport,industria;manifattura;trasporti
PPL,PPL CORP,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
UNTY,UNITY BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
SMMT,SUMMIT THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
OMCL,OMNICELL INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CG,CARLYLE GROUP INC/THE,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CCNE,CNB FINANCIAL CORP/PA,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
VZ,VERIZON COMMUNICATIONS INC,US,Communications,Telecommunications,Telecommunications,other,altro
SYF,SYNCHRONY FINANCIAL,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
AMD,ADVANCED MICRO DEVICES,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
RCKT,ROCKET PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RBB,RBB BANCORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
YORK,YORKVILLE ACQUISITION CORP-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
KIDS,ORTHOPEDIATRICS CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BLK,BLACKROCK INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CRNX,CRINETICS PHARMACEUTICALS IN,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CBNK,CAPITAL BANCORP INC/MD,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
EVCM,EVERCOMMERCE INC,US,Technology,Software & Tech Services,Software,other,altro
SSP,EW SCRIPPS CO/THE-A,US,Communications,Media,Publishing & Broadcasting,other,altro
TRGP,TARGA RESOURCES CORP,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
HVII,HENNESSY CAPITAL INVESTMENT,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
INBK,FIRST INTERNET BANCORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
CLFD,CLEARFIELD INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
FMBH,FIRST MID BANCSHARES INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
KALV,KALVISTA PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NCLH,NORWEGIAN CRUISE LINE HOLDIN,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
GPRE,GREEN PLAINS INC,US,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
SWBI,SMITH & WESSON BRANDS INC,US,Consumer Discretionary,Consumer Discretionary Products,Leisure Products,consumer;retail;autos,consumi;retail;auto
AXON,AXON ENTERPRISE INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
IOVA,IOVANCE BIOTHERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LLY,ELI LILLY & CO,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
DAKT,DAKTRONICS INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
OCGN,OCUGEN INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BWIN,BALDWIN INSURANCE GROUP INC/,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
CNXN,PC CONNECTION INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Wholesale - Discretionary,consumer;retail;autos,consumi;retail;auto
MRVL,MARVELL TECHNOLOGY INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
CAKE,CHEESECAKE FACTORY INC/THE,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
PSA,PUBLIC STORAGE,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
TECX,TECTONIC THERAPEUTIC INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FIVE,FIVE BELOW,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
KELYB,KELLY SERVICES INC -CL B,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
OMER,OMEROS CORP,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
KYMR,KYMERA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NCMI,NATIONAL CINEMEDIA INC,US,Communications,Media,Advertising & Marketing,other,altro
NTNX,NUTANIX INC - A,US,Technology,Software & Tech Services,Software,other,altro
EWCZ,EUROPEAN WAX CENTER INC-A,US,Consumer Discretionary,Consumer Discretionary Services,Consumer Services,consumer;retail;autos,consumi;retail;auto
RPD,RAPID7 INC,US,Technology,Software & Tech Services,Software,other,altro
PLAY,DAVE & BUSTER'S ENTERTAINMEN,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
SSNC,SS&C TECHNOLOGIES HOLDINGS,US,Technology,Software & Tech Services,Software,other,altro
DRVN,DRIVEN BRANDS HOLDINGS INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
ARVN,ARVINAS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LIN,LINDE PLC,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
CEPT,CANTOR EQUITY PARTNERS-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
ICUI,ICU MEDICAL INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CRCT,CRICUT INC - CLASS A,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
DVAX,DYNAVAX TECHNOLOGIES CORP,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CAH,CARDINAL HEALTH INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
STBA,S & T BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
WM,WASTE MANAGEMENT INC,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
FVCB,FVCBANKCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
IRDM,IRIDIUM COMMUNICATIONS INC,US,Communications,Telecommunications,Telecommunications,other,altro
VYGR,VOYAGER THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ADMA,ADMA BIOLOGICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
VERB,VERB TECHNOLOGY CO INC,US,Technology,Software & Tech Services,Software,other,altro
BRLT,BRILLIANT EARTH GROUP INC-A,US,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
NHIC,NEWHOLD INVESTMENT CORP II-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CLSK,CLEANSPARK INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
INSM,INSMED INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
UPXI,UPEXI INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,E-Commerce Discretionary,consumer;retail;autos,consumi;retail;auto
KCHV,KOCHAV DEFENSE ACQUISITION-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
TPL,TEXAS PACIFIC LAND CORP,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
NB,NIOCORP DEVELOPMENTS LTD,US,Materials,Materials,Metals & Mining,materials;chemicals;metals,materiali;chimica;metalli
LAB,STANDARD BIOTOOLS INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FIBK,FIRST INTERSTATE BANCSYS-A,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
FFIN,FIRST FINL BANKSHARES INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
GSRT,GSR III ACQUISITION CORP,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
ES,EVERSOURCE ENERGY,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
PTCT,PTC THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FCFS,FIRSTCASH HOLDINGS INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
SBCF,SEACOAST BANKING CORP/FL,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
WOOF,PETCO HEALTH AND WELLNESS CO,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
LAUR,LAUREATE EDUCATION INC,US,Consumer Discretionary,Consumer Discretionary Services,Consumer Services,consumer;retail;autos,consumi;retail;auto
FHTX,FOGHORN THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ASO,ACADEMY SPORTS & OUTDOORS IN,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
TITN,TITAN MACHINERY INC,US,Industrials,Industrial Services,Industrial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
CZFS,CITIZENS FINANCIAL SERVICES,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LFST,LIFESTANCE HEALTH GROUP INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LW,LAMB WESTON HOLDINGS INC,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
OPRT,OPORTUN FINANCIAL CORP,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
RJF,RAYMOND JAMES FINANCIAL INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
AMLX,AMYLYX PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ENSG,ENSIGN GROUP INC/THE,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MDXG,MIMEDX GROUP INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ORLY,O'REILLY AUTOMOTIVE INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
UTHR,UNITED THERAPEUTICS CORP,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CLPT,CLEARPOINT NEURO INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BEAM,BEAM THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
APD,AIR PRODUCTS & CHEMICALS INC,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
PGNY,PROGYNY INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CBRL,CRACKER BARREL OLD COUNTRY,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
AVNW,AVIAT NETWORKS INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
LMAT,LEMAITRE VASCULAR INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ADM,ARCHER-DANIELS-MIDLAND CO,US,Consumer Staples,Retail & Wholesale - Staples,Wholesale - Consumer Staples,food;beverages;household,alimentari;bevande;casa
WAB,WABTEC CORP,US,Industrials,Industrial Products,Transportation Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
FDS,FACTSET RESEARCH SYSTEMS INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
FIP,FTAI INFRASTRUCTURE INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
BLZE,BACKBLAZE INC-A,US,Technology,Software & Tech Services,Software,other,altro
MDB,MONGODB INC,US,Technology,Software & Tech Services,Software,other,altro
RDAG,REPUBLIC DIGITAL ACQUIS-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
TRST,TRUSTCO BANK CORP NY,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LZ,LEGALZOOMCOM INC,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
PSKY,PARAMOUNT SKYDANCE CL B,US,Communications,Media,Entertainment Content,other,altro
RYTM,RHYTHM PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GNTX,GENTEX CORP,US,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
HWC,HANCOCK WHITNEY CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
AVBP,ARRIVENT BIOPHARMA INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
EGHT,8X8 INC,US,Technology,Software & Tech Services,Software,other,altro
LGND,LIGAND PHARMACEUTICALS,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
OKE,ONEOK INC,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
VECO,VEECO INSTRUMENTS INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
GOOGL,ALPHABET INC-CL A,US,Communications,Media,Internet Media & Services,other,altro
V,VISA INC-CLASS A SHARES,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
TMCI,TREACE MEDICAL CONCEPTS INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SMPL,SIMPLY GOOD FOODS CO/THE,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
SFNC,SIMMONS FIRST NATL CORP-CL A,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LEGH,LEGACY HOUSING CORP,US,Real Estate,Real Estate,Real Estate Owners & Developers,real estate;property,immobiliare;proprietà
ANSC,AGRICULTURE & NATURAL SOLUTI,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
AVGO,BROADCOM INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
URI,UNITED RENTALS INC,US,Industrials,Industrial Services,Industrial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
ASUR,ASURE SOFTWARE INC,US,Technology,Software & Tech Services,Software,other,altro
EXPI,EXP WORLD HOLDINGS INC,US,Real Estate,Real Estate,Real Estate Services,real estate;property,immobiliare;proprietà
UDR,UDR INC,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
PTON,PELOTON INTERACTIVE INC-A,US,Consumer Discretionary,Consumer Discretionary Products,Leisure Products,consumer;retail;autos,consumi;retail;auto
STE,STERIS PLC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
UBER,UBER TECHNOLOGIES INC,US,Communications,Media,Internet Media & Services,other,altro
WRLD,WORLD ACCEPTANCE CORP,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
