Ticker,Name,Market Cap,GICS Sector,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,Cntry Terrtry Of Dom,Security
GSHD US Equity,GOOSEHEAD INSURANCE INC -A,"3203327739,40","40,00",Financials,Insurance,Insurance,Insurance Brokers & Services,#N/A N/A,US,Goosehead Insurance Inc
UNH US Equity,UNITEDHEALTH GROUP INC,"279391247731,78","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Managed Care,#N/A N/A,US,UnitedHealth Group Inc
LBRDK US Equity,LIBERTY BROADBAND-C,"8800874299,03","50,00",Communications,Media,Cable & Satellite,Cable & Satellite,Cable & Satellite Internet Svcs,US,Liberty Broadband Corp
PPC US Equity,PILGRIM'S PRIDE CORP,"11371396287,89","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,Meat Products,US,Pilgrim's Pride Corp
WBD US Equity,WARNER BROS DISCOVERY INC,"29263627617,69","50,00",Communications,Media,Entertainment Content,Film & TV,TV Media Networks,US,Warner Bros Discovery Inc
MRK US Equity,MERCK & CO. INC.,"210363305079,47","35,00",Health Care,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A,US,Merck & Co Inc
PANW US Equity,PALO ALTO NETWORKS INC,"117470154779,05","45,00",Technology,Software & Tech Services,Software,Infrastructure Software,Security Software,US,Palo Alto Networks Inc
WSFS US Equity,WSFS FINANCIAL CORP,"3094533801,84","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,WSFS Financial Corp
DOW US Equity,DOW INC,"16401965795,90","15,00",Materials,Materials,Chemicals,Basic & Diversified Chemicals,#N/A N/A,US,Dow Inc
PCAP US Equity,PROCAP ACQUISITION CORP - A,"261166111,64",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,ProCap Acquisition Corp
FEIM US Equity,FREQUENCY ELECTRONICS INC,"276078588,48","45,00",Technology,Tech Hardware & Semiconductors,Technology Hardware,Communications Equipment,Telecommunications Equipment,US,Frequency Electronics Inc
ADI US Equity,ANALOG DEVICES INC,"114906271298,23","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,Analog ICs,US,Analog Devices Inc
FULC US Equity,FULCRUM THERAPEUTICS INC,"359168137,10","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,#N/A N/A,US,Fulcrum Therapeutics Inc
RNA US Equity,AVIDITY BIOSCIENCES INC,"5722500370,87","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Avidity Biosciences Inc
BLKB US Equity,BLACKBAUD INC,"3119615729,49","45,00",Technology,Software & Tech Services,Software,Application Software,Enterprise Software,US,Blackbaud Inc
DCOM US Equity,DIME COMMUNITY BANCSHARES IN,"1258357783,01","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Dime Community Bancshares Inc
ROOT US Equity,ROOT INC/OH -CLASS A,"1360137805,84","40,00",Financials,Insurance,Insurance,P&C Insurance,P&C Insurance Premiums,US,Root Inc/OH
NEO US Equity,NEOGENOMICS INC,"806074571,71","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Health Care Services,Health Care Testing Services,US,NeoGenomics Inc
CINF US Equity,CINCINNATI FINANCIAL CORP,"23423623201,49","40,00",Financials,Insurance,Insurance,P&C Insurance,P&C Insurance Premiums,US,Cincinnati Financial Corp
COFS US Equity,CHOICEONE FINANCIAL SVCS INC,"447597141,98","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,ChoiceOne Financial Services I
LIF US Equity,LIFE360 INC,"6762242130,54","45,00",Technology,Software & Tech Services,Software,Application Software,#N/A N/A,US,Life360 Inc
STOK US Equity,STOKE THERAPEUTICS INC,"1014300219,72","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Stoke Therapeutics Inc
BTSG US Equity,BRIGHTSPRING HEALTH SERVICES,"4090363348,40","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Health Care Services,#N/A N/A,US,BrightSpring Health Services I
MET US Equity,METLIFE INC,"51699124017,31","40,00",Financials,Insurance,Insurance,Life Insurance,#N/A N/A,US,MetLife Inc
ANGI US Equity,ANGI INC,"809244456,50","50,00",Communications,Media,Internet Media & Services,Internet Media & Services,Price & Svc Comparison Web,US,Angi Inc
KOD US Equity,KODIAK SCIENCES INC,"594244001,25","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Kodiak Sciences Inc
CAC US Equity,CAMDEN NATIONAL CORP,"656760528,52","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Camden National Corp
PAL US Equity,PROFICIENT AUTO LOGISTICS IN,"215920412,92","20,00",Industrials,Industrial Services,Transportation & Logistics,Trucking,#N/A N/A,US,Proficient Auto Logistics Inc
OSUR US Equity,ORASURE TECHNOLOGIES INC,"204783560,11","35,00",Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,In Vitro Diagnostics,US,OraSure Technologies Inc
JOUT US Equity,JOHNSON OUTDOORS INC-A,"411675104,23","25,00",Consumer Discretionary,Consumer Discretionary Products,Leisure Products,Recreational Vehicles,#N/A N/A,US,Johnson Outdoors Inc
EMPD US Equity,EMPERY DIGITAL INC,"343026678,51","25,00",Consumer Discretionary,Consumer Discretionary Products,Automotive,Automobiles,Motorcycles,US,Empery Digital Inc
SSII US Equity,SS INNOVATIONS INTERNATIONAL,"1268004122,42","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,#N/A N/A,US,SS Innovations International I
FYBR US Equity,FRONTIER COMMUNICATIONS PARE,"9294159087,36","50,00",Communications,Telecommunications,Telecommunications,Wireline Telecommunications,#N/A N/A,US,Frontier Communications Parent
SEPN US Equity,SEPTERNA INC,"516741721,45","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Septerna Inc
ARWR US Equity,ARROWHEAD PHARMACEUTICALS IN,"2752707799,40","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Arrowhead Pharmaceuticals Inc
PNW US Equity,PINNACLE WEST CAPITAL,"10787863169,20","55,00",Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,#N/A N/A,US,Pinnacle West Capital Corp
BRR US Equity,COLUMBUS CIRCLE CAPITAL CO-A,"343787176,28",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Columbus Circle Capital Corp I
CMCSA US Equity,COMCAST CORP-CLASS A,"123430464489,91","50,00",Communications,Media,Cable & Satellite,Cable & Satellite,#N/A N/A,US,Comcast Corp
GALT US Equity,GALECTIN THERAPEUTICS INC,"249835027,91","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,Galectin Therapeutics Inc
ANGO US Equity,ANGIODYNAMICS INC,"356765499,45","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,Cardiovascular Devices,US,AngioDynamics Inc
MGTX US Equity,MEIRAGTX HOLDINGS PLC,"641166374,81","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,MeiraGTx Holdings plc
BKR US Equity,BAKER HUGHES CO,"42264636992,85","10,00",Energy,Oil & Gas,Oil & Gas Services & Equip,Oilfield Services & Equipment,Onshore Oilfield Services,US,Baker Hughes Co
TTGT US Equity,TECHTARGET INC,"444661565,00","50,00",Communications,Media,Advertising & Marketing,Advertising & Marketing,Advertising Agencies & Svcs,US,TechTarget Inc
PLSE US Equity,PULSE BIOSCIENCES INC,"1054924501,49","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,#N/A N/A,US,Pulse Biosciences Inc
DSP US Equity,VIANT TECHNOLOGY INC-A,"608772833,68","45,00",Technology,Software & Tech Services,Software,Application Software,#N/A N/A,US,Viant Technology Inc
TXRH US Equity,TEXAS ROADHOUSE INC,"11554432739,03","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Restaurants,Full Service Restaurants,US,Texas Roadhouse Inc
REPL US Equity,REPLIMUNE GROUP INC,"416037653,22","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Replimune Group Inc
LPLA US Equity,LPL FINANCIAL HOLDINGS INC,"28402257387,32","40,00",Financials,Financial Services,Asset Management,Wealth Management,#N/A N/A,US,LPL Financial Holdings Inc
INBX US Equity,INHIBRX BIOSCIENCES INC,"345767011,43","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Inhibrx Biosciences Inc
NETD US Equity,NABORS ENERGY TRANSITION C-A,"240237198,42",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Nabors Energy Transition Corp
BCRX US Equity,BIOCRYST PHARMACEUTICALS INC,"1759133227,42","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,BioCryst Pharmaceuticals Inc
XNCR US Equity,XENCOR INC,"557032985,18","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Xencor Inc
XEL US Equity,XCEL ENERGY INC,"42706883699,70","55,00",Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,#N/A N/A,US,Xcel Energy Inc
SYK US Equity,STRYKER CORP,"145892282389,58","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,#N/A N/A,US,Stryker Corp
CEPO US Equity,CANTOR EQUITY PARTNERS I-A,"268260011,67",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Cantor Equity Partners I Inc
GEHC US Equity,GE HEALTHCARE TECHNOLOGY,"33406643411,30","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,Radiation Equipment,US,GE HealthCare Technologies Inc
RGCO US Equity,RGC RESOURCES INC,"216835794,00","55,00",Utilities,Utilities,Gas & Water Utilities,Gas Utilities,Gas Distribution,US,RGC Resources Inc
LILA US Equity,LIBERTY LATIN AMERIC-CL A,"1605172543,43","50,00",Communications,Media,Cable & Satellite,Cable & Satellite,#N/A N/A,US,Liberty Latin America Ltd
BCAX US Equity,BICARA THERAPEUTICS INC,"625835800,84","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Bicara Therapeutics Inc
STIM US Equity,NEURONETICS INC,"234081860,28","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Health Care Services,#N/A N/A,US,Neuronetics Inc
LYFT US Equity,LYFT INC-A,"6511193112,17","20,00",Communications,Media,Internet Media & Services,Internet Media & Services,Online Transport & Delivery Svcs,US,Lyft Inc
RXT US Equity,RACKSPACE TECHNOLOGY INC,"287232823,81","45,00",Technology,Software & Tech Services,Software,Infrastructure Software,Cloud & Virtualization Software,US,Rackspace Technology Inc
SYRE US Equity,SPYRE THERAPEUTICS INC,"1023192294,66","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,Spyre Therapeutics Inc
HTBK US Equity,HERITAGE COMMERCE CORP,"605865062,08","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Heritage Commerce Corp
ALRS US Equity,ALERUS FINANCIAL CORP,"547544365,36","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Alerus Financial Corp
KROS US Equity,KEROS THERAPEUTICS INC,"589735829,87","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Keros Therapeutics Inc
HROW US Equity,HARROW INC,"1417921840,23","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,Harrow Inc
MPWR US Equity,MONOLITHIC POWER SYSTEMS INC,"40723046403,08","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,Analog ICs,US,Monolithic Power Systems Inc
MRCY US Equity,MERCURY SYSTEMS INC,"4002366938,85","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,Electronics & Mission Systems,US,Mercury Systems Inc
HON US Equity,HONEYWELL INTERNATIONAL INC,"137391612141,70","20,00",Industrials,Industrial Products,Diversified Industrials,Diversified Industrials,#N/A N/A,US,Honeywell International Inc
PPL US Equity,PPL CORP,"26800033647,57","55,00",Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,#N/A N/A,US,PPL Corp
UNTY US Equity,UNITY BANCORP INC,"490514830,58","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Unity Bancorp Inc
SMMT US Equity,SUMMIT THERAPEUTICS INC,"19529439686,98","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Summit Therapeutics Inc
OMCL US Equity,OMNICELL INC,"1451981702,15","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,#N/A N/A,US,Omnicell Inc
CG US Equity,CARLYLE GROUP INC/THE,"22950176349,15","40,00",Financials,Financial Services,Asset Management,Private Equity,#N/A N/A,US,Carlyle Group Inc/The
CCNE US Equity,CNB FINANCIAL CORP/PA,"736289183,55","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,CNB Financial Corp/PA
VZ US Equity,VERIZON COMMUNICATIONS INC,"187162655653,68","50,00",Communications,Telecommunications,Telecommunications,Wireless Telecommunications,#N/A N/A,US,Verizon Communications Inc
SYF US Equity,SYNCHRONY FINANCIAL,"26710011711,55","40,00",Financials,Financial Services,Specialty Finance,Consumer Finance,Credit Card Lending,US,Synchrony Financial
AMD US Equity,ADVANCED MICRO DEVICES,"285847686389,95","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,"Logic, Processors & App Specific",US,Advanced Micro Devices Inc
RCKT US Equity,ROCKET PHARMACEUTICALS INC,"326948726,04","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Rocket Pharmaceuticals Inc
RBB US Equity,RBB BANCORP,"335356086,09","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,RBB Bancorp
YORK US Equity,YORKVILLE ACQUISITION CORP-A,"256328184,80",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Yorkville Acquisition Corp
KIDS US Equity,ORTHOPEDIATRICS CORP,"481413177,53","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,Orthopedic Devices,US,OrthoPediatrics Corp
BLK US Equity,BLACKROCK INC,"185398667340,99","40,00",Financials,Financial Services,Asset Management,Investment Management,#N/A N/A,US,Blackrock Inc
CRNX US Equity,CRINETICS PHARMACEUTICALS IN,"2800794040,00","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Crinetics Pharmaceuticals Inc
CBNK US Equity,CAPITAL BANCORP INC/MD,"538301725,68","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Capital Bancorp Inc
EVCM US Equity,EVERCOMMERCE INC,"1966874550,05","45,00",Technology,Software & Tech Services,Software,Application Software,#N/A N/A,US,EverCommerce Inc
SSP US Equity,EW SCRIPPS CO/THE-A,"254399430,27","50,00",Communications,Media,Publishing & Broadcasting,Local TV & Radio Broadcast,Local TV Broadcasting,US,EW Scripps Co/The
TRGP US Equity,TARGA RESOURCES CORP,"34656648421,31","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines,US,Targa Resources Corp
HVII US Equity,HENNESSY CAPITAL INVESTMENT,"263616363,29",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Hennessy Capital Investment Co
INBK US Equity,FIRST INTERNET BANCORP,"201446740,59","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,First Internet Bancorp
CLFD US Equity,CLEARFIELD INC,"438065928,45","45,00",Technology,Tech Hardware & Semiconductors,Technology Hardware,Communications Equipment,Telecommunications Equipment,US,Clearfield Inc
FMBH US Equity,FIRST MID BANCSHARES INC,"904940687,60","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,First Mid Bancshares Inc
KALV US Equity,KALVISTA PHARMACEUTICALS INC,"666382885,88","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,KalVista Pharmaceuticals Inc
NCLH US Equity,NORWEGIAN CRUISE LINE HOLDIN,"11108613490,24","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Cruise Lines,#N/A N/A,US,Norwegian Cruise Line Holdings
GPRE US Equity,GREEN PLAINS INC,"546159510,44","10,00",Energy,Renewable Energy,Renewable Energy,Biofuels,Gasoline Substitutes,US,Green Plains Inc
SWBI US Equity,SMITH & WESSON BRANDS INC,"359800231,81","25,00",Consumer Discretionary,Consumer Discretionary Products,Leisure Products,Sporting Goods,Small Arms,US,Smith & Wesson Brands Inc
AXON US Equity,AXON ENTERPRISE INC,"62145684409,48","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,Munitions & Accessories,US,Axon Enterprise Inc
IOVA US Equity,IOVANCE BIOTHERAPEUTICS INC,"904634740,00","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Iovance Biotherapeutics Inc
LLY US Equity,ELI LILLY & CO,"660674129066,52","35,00",Health Care,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A,US,Eli Lilly & Co
DAKT US Equity,DAKTRONICS INC,"820317380,78","45,00",Technology,Tech Hardware & Semiconductors,Technology Hardware,Consumer Electronics,Displays,US,Daktronics Inc
OCGN US Equity,OCUGEN INC,"324796913,53","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,Ocugen Inc
BWIN US Equity,BALDWIN INSURANCE GROUP INC/,"3879443253,48","40,00",Financials,Insurance,Insurance,Insurance Brokers & Services,#N/A N/A,US,Baldwin Insurance Group Inc/Th
CNXN US Equity,PC CONNECTION INC,"1600268828,10","45,00",Consumer Discretionary,Retail & Whsle - Discretionary,Wholesale - Discretionary,Consumer Elec & Applc Whslrs,Computer & Software Whslrs,US,PC Connection Inc
MRVL US Equity,MARVELL TECHNOLOGY INC,"66165226158,14","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,#N/A N/A,US,Marvell Technology Inc
CAKE US Equity,CHEESECAKE FACTORY INC/THE,"3085257779,98","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Restaurants,Full Service Restaurants,US,Cheesecake Factory Inc/The
PSA US Equity,PUBLIC STORAGE,"49225050606,53","60,00",Real Estate,Real Estate,REIT,Self-storage REIT,#N/A N/A,US,Public Storage
TECX US Equity,TECTONIC THERAPEUTIC INC,"462376665,75","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Tectonic Therapeutic Inc
FIVE US Equity,FIVE BELOW,"7811630018,24","25,00",Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,Dollar Stores,US,Five Below Inc
KELYB US Equity,KELLY SERVICES INC -CL B,"495290579,52","20,00",Industrials,Industrial Services,Commercial Support Services,Professional Services,#N/A N/A,US,Kelly Services Inc
OMER US Equity,OMEROS CORP,"287535858,36","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Omeros Corp
KYMR US Equity,KYMERA THERAPEUTICS INC,"3118725104,77","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Kymera Therapeutics Inc
NCMI US Equity,NATIONAL CINEMEDIA INC,"417947138,77","50,00",Communications,Media,Advertising & Marketing,Advertising & Marketing,#N/A N/A,US,National CineMedia Inc
NTNX US Equity,NUTANIX INC - A,"18620659639,95","45,00",Technology,Software & Tech Services,Software,Infrastructure Software,Cloud & Virtualization Software,US,Nutanix Inc
EWCZ US Equity,EUROPEAN WAX CENTER INC-A,"257331086,47","25,00",Consumer Discretionary,Consumer Discretionary Services,Consumer Services,Personal Care Services,#N/A N/A,US,European Wax Center Inc
